"","inuidur1","female","black","othrace","dep1","dep2","q2","q3","q4","q5","q6","agelt35","agegt54","durable","lusd","husd","tg"
"31",2.89037175789616,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
"32",1.38629436111989,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"33",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"34",0.693147180559945,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"35",2.39789527279837,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"36",3.3322045101752,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"37",3.29583686600433,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"38",2.83321334405622,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"39",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"40",0.693147180559945,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1
"41",2.89037175789616,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"42",3.3322045101752,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"43",3.2188758248682,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
"44",0.693147180559945,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
"45",2.56494935746154,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"46",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"47",1.38629436111989,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"48",1.09861228866811,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"49",2.30258509299405,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"50",3.29583686600433,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"51",0.693147180559945,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"52",2.99573227355399,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"53",3.29583686600433,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"54",3.29583686600433,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"55",3.17805383034795,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"56",2.19722457733622,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
"57",2.07944154167984,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"58",3.29583686600433,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
"59",2.94443897916644,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1
"60",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"61",1.09861228866811,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"62",3.29583686600433,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"63",3.29583686600433,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
"64",2.83321334405622,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"65",2.99573227355399,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"66",1.38629436111989,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"67",1.94591014905531,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
"68",2.30258509299405,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"69",3.29583686600433,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"70",1.38629436111989,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
"71",3.49650756146648,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0
"72",3.2188758248682,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
"73",3.29583686600433,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0
"74",0.693147180559945,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"75",3.29583686600433,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"76",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"77",3.3322045101752,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"78",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"79",2.39789527279837,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"80",3.13549421592915,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
"81",3.29583686600433,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
"82",3.36729582998647,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
"83",2.70805020110221,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
"84",1.09861228866811,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
"85",3.3322045101752,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"86",1.6094379124341,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"87",1.79175946922805,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"88",3.29583686600433,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"89",3.29583686600433,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"90",3.29583686600433,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"91",1.94591014905531,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
"92",1.79175946922805,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
"93",2.39789527279837,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"94",2.19722457733622,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"95",2.484906649788,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"96",1.09861228866811,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"97",2.19722457733622,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"98",3.13549421592915,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"99",1.94591014905531,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"100",2.70805020110221,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"101",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"102",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"103",3.3322045101752,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"104",2.19722457733622,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
"105",3.13549421592915,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"106",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"107",1.79175946922805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"108",1.09861228866811,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
"109",2.30258509299405,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
"110",0.693147180559945,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"111",2.94443897916644,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"112",0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"113",3.29583686600433,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"114",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"115",1.79175946922805,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"116",2.89037175789616,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"117",2.77258872223978,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"118",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"119",2.39789527279837,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"120",1.79175946922805,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"121",3.29583686600433,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"122",0.693147180559945,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"123",1.6094379124341,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
"124",2.30258509299405,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
"125",3.25809653802148,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"126",3.3322045101752,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"127",3.09104245335832,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"128",3.29583686600433,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
"129",2.07944154167984,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"130",2.94443897916644,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
"131",1.09861228866811,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"132",1.79175946922805,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"133",2.19722457733622,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
"134",3.29583686600433,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
"135",3.29583686600433,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
"136",3.29583686600433,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"137",1.6094379124341,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"138",3.29583686600433,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"139",3.29583686600433,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"140",1.38629436111989,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"141",2.19722457733622,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"142",3.13549421592915,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"143",2.56494935746154,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"144",2.63905732961526,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"145",3.04452243772342,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"146",3.29583686600433,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"147",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
"148",3.29583686600433,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
"149",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"150",2.30258509299405,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"151",2.83321334405622,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"152",2.89037175789616,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"153",3.29583686600433,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"154",2.07944154167984,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"155",1.6094379124341,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"156",3.29583686600433,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"157",1.38629436111989,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
"158",3.29583686600433,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
"159",1.94591014905531,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"160",3.29583686600433,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"161",0.693147180559945,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"162",0.693147180559945,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"163",3.29583686600433,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"164",1.79175946922805,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"165",0.693147180559945,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"166",3.29583686600433,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"167",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"168",2.77258872223978,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
"169",3.29583686600433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"170",1.94591014905531,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"171",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"172",0.693147180559945,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"173",2.99573227355399,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"174",1.09861228866811,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"175",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
"176",2.484906649788,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"177",1.38629436111989,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"178",2.70805020110221,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"179",3.3322045101752,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"180",1.79175946922805,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"181",3.78418963391826,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"182",2.07944154167984,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"183",3.29583686600433,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
"184",1.94591014905531,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"185",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"186",3.29583686600433,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"187",3.29583686600433,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"188",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"189",3.29583686600433,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"190",3.2188758248682,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"191",2.484906649788,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"192",2.56494935746154,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
"193",0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
"194",0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"195",3.29583686600433,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"196",0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
"197",1.38629436111989,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"198",2.39789527279837,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"199",2.484906649788,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"200",2.07944154167984,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"201",1.94591014905531,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
"202",2.484906649788,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
"203",3.29583686600433,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"204",3.29583686600433,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"205",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"206",3.29583686600433,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"207",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
"208",3.29583686600433,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"209",3.40119738166216,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"210",1.38629436111989,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"211",2.89037175789616,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"212",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"213",0.693147180559945,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"214",1.09861228866811,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"215",3.29583686600433,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"216",3.29583686600433,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"217",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
"218",1.38629436111989,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"219",2.94443897916644,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"220",2.56494935746154,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"221",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"222",3.29583686600433,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"223",1.09861228866811,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"224",2.83321334405622,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"225",3.29583686600433,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
"226",3.29583686600433,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"227",1.38629436111989,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"228",1.09861228866811,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
"229",3.29583686600433,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"230",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"231",0.693147180559945,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"232",1.09861228866811,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"233",3.09104245335832,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"234",3.29583686600433,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"235",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"236",2.07944154167984,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"237",3.29583686600433,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
"238",1.79175946922805,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"239",3.3322045101752,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"240",1.94591014905531,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"241",3.25809653802148,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"242",1.6094379124341,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"243",3.29583686600433,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"244",3.29583686600433,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
"245",3.29583686600433,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"246",1.38629436111989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"247",3.29583686600433,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"248",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"249",1.6094379124341,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
"250",3.29583686600433,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"251",2.56494935746154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"252",3.09104245335832,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"253",2.70805020110221,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"254",2.30258509299405,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
"255",2.30258509299405,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"256",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"257",3.13549421592915,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"258",3.29583686600433,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"259",1.38629436111989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"260",1.38629436111989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"261",2.30258509299405,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"262",3.3322045101752,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"263",0.693147180559945,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"264",2.56494935746154,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"265",1.09861228866811,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
"266",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
"267",3.29583686600433,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"268",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"269",3.40119738166216,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"270",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
"271",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"272",3.2188758248682,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"273",3.2188758248682,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"274",2.70805020110221,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
"275",2.63905732961526,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
"276",1.94591014905531,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
"277",0.693147180559945,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
"278",1.79175946922805,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"279",2.30258509299405,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"280",3.29583686600433,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
"281",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"282",3.29583686600433,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"283",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"284",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"285",2.484906649788,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"286",2.30258509299405,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
"287",2.30258509299405,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
"288",2.30258509299405,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"289",1.38629436111989,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"290",2.484906649788,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"291",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"292",2.484906649788,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"293",0.693147180559945,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"294",2.63905732961526,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"295",3.29583686600433,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"296",2.83321334405622,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"297",1.09861228866811,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"298",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"299",3.29583686600433,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"300",0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
"301",3.29583686600433,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"302",3.29583686600433,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
"303",2.07944154167984,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
"304",2.77258872223978,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"305",1.6094379124341,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"306",3.29583686600433,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
"307",1.94591014905531,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1
"308",2.56494935746154,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"309",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"310",2.19722457733622,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
"311",1.09861228866811,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"312",2.07944154167984,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"313",1.09861228866811,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"314",2.56494935746154,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"315",0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"316",2.484906649788,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"317",2.56494935746154,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"318",1.94591014905531,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"319",1.09861228866811,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"320",2.19722457733622,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"321",2.39789527279837,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"322",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"323",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"324",2.99573227355399,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"325",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"326",1.79175946922805,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"327",1.38629436111989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"328",2.70805020110221,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"329",3.29583686600433,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
